,FECHA_DOC,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA
967,2022-08-29,360.69,3948.62
968,2022-08-29,886.73,2874.31
969,2022-08-29,610.78,4430.0
970,2022-08-29,253.0,924.0
971,2022-08-30,1204.71,8873.08
972,2022-08-31,71.02,1225.2
973,2022-08-31,1048.9,16000.0
974,2022-08-31,126.46,9372.0
975,2022-08-31,191.22,17700.0
976,2022-08-31,314.44,29506.0
977,2022-08-31,363.31,22891.6
978,2022-08-31,92.32,6616.0
979,2022-08-31,741.05,10484.6
980,2022-08-31,119.95,1038.28
981,2022-08-31,470.05,1443.3
982,2022-08-31,217.51,1033.0
983,2022-08-31,39.22,295.0
984,2022-09-02,84.41,3860.0
985,2022-09-02,260.2,813.1
986,2022-09-02,1216.54,3450.74
987,2022-09-02,78.65,225.0
988,2022-09-02,927.84,2256.35
989,2022-09-05,260.2,2196.0
990,2022-09-05,240.58,8940.0
991,2022-09-05,226.8,8642.0
992,2022-09-05,226.23,1999.81
993,2022-09-06,693.77,1800.0
994,2022-09-06,1261.99,2068.5
995,2022-09-06,1165.13,3213.0
996,2022-09-06,1067.99,9856.8
997,2022-09-07,313.65,16200.0
998,2022-09-07,521.55,1075.31
999,2022-09-07,127.11,6028.0
1000,2022-09-07,42.8,497.89
1001,2022-09-08,679.75,7200.0
1002,2022-09-08,100.13,1294.0
1003,2022-09-08,894.91,1294.0
1004,2022-09-08,102.31,1125.0
1005,2022-09-08,260.2,1626.21
1006,2022-09-08,137.83,6879.51
1007,2022-09-08,203.69,941.77
1008,2022-09-08,126.54,669.35
1009,2022-09-08,68.35,1726.0
1010,2022-09-08,388.11,1045.31
1011,2022-09-08,68.35,1803.0
1012,2022-09-08,330.66,3192.0
1013,2022-09-09,331.61,29506.0
1014,2022-09-09,1388.82,3730.0
1015,2022-09-09,144.4,485.0
1016,2022-09-09,436.59,4556.9
1017,2022-09-09,176.15,817.89
1018,2022-09-12,253.0,385.0
1019,2022-09-12,77.13,3860.0
1020,2022-09-12,112.39,5353.05
1021,2022-09-12,107.5,2630.32
1022,2022-09-12,158.36,3118.0
1023,2022-09-12,265.64,871.44
1024,2022-09-12,125.68,700.82
1025,2022-09-13,57.6,327.59
1026,2022-09-13,170.16,12500.0
1027,2022-09-13,253.0,462.0
1028,2022-09-14,28.41,596.0
1029,2022-09-14,286.59,6995.0
1030,2022-09-14,168.4,2397.3
1031,2022-09-14,78.65,2100.0
1032,2022-09-14,265.64,3000.0
1033,2022-09-14,91.4,960.34
1034,2022-09-14,13.33,772.0
1035,2022-09-14,1139.58,4972.3
1036,2022-09-14,281.46,1385.0
1037,2022-09-15,406.12,1848.9
1038,2022-09-15,341.41,2419.6
1039,2022-09-19,348.92,690.0
1040,2022-09-19,68.25,1057.78
1041,2022-09-19,226.23,999.91
1042,2022-09-19,226.23,999.91
1043,2022-09-19,955.68,4372.0
1044,2022-09-19,97.49,264.0
1045,2022-09-19,896.15,2660.9
1046,2022-09-20,9353.62,22417.6
1047,2022-09-20,78.65,155.0
1048,2022-09-20,197.53,899.0
1049,2022-09-20,72.88,556.7
1050,2022-09-20,400.95,1103.45
1051,2022-09-20,159.65,930.0
1052,2022-09-21,369.66,2535.87
1053,2022-09-22,585.2,4930.0
1054,2022-09-22,130.97,2116.5
1055,2022-09-22,143.89,4233.0
1056,2022-09-22,502.32,5508.0
1057,2022-09-22,239.08,915.0
1058,2022-09-22,103.21,2146.95
1059,2022-09-22,182.6,2060.0
1060,2022-09-22,438.39,4751.0
1061,2022-09-22,523.53,2080.85
1062,2022-09-22,164.55,1899.18
1063,2022-09-22,33387.05,3298.28
1064,2022-09-22,78.65,150.0
1065,2022-09-22,253.0,442.75
1066,2022-09-23,220.0,462.0
1067,2022-09-23,345.97,1165.95
1068,2022-09-23,345.97,1165.95
1069,2022-09-23,71.72,3052.0
1070,2022-09-23,167.31,3380.0
1071,2022-09-23,685.68,1615.0
1072,2022-09-23,685.68,1615.0
1073,2022-09-23,685.68,1615.0
1074,2022-09-23,685.68,1615.0
1075,2022-09-23,144.4,970.0
1076,2022-09-23,1743.86,70020.0
1077,2022-09-23,2064.16,70020.0
1078,2022-09-23,48.2,500.0
1079,2022-09-26,21.33,1056.48
1080,2022-09-26,1116.84,3706.5
1081,2022-09-26,55.13,1705.06
1082,2022-09-26,155.35,3581.0
1083,2022-09-26,253.99,3800.0
1084,2022-09-26,477.16,1280.14
1085,2022-09-26,518.59,9786.0
1086,2022-09-26,136.25,3660.0
1087,2022-09-26,312.11,5400.0
1088,2022-09-26,274.93,3258.69
1089,2022-09-26,207.16,2098.14
1090,2022-09-26,667.91,32200.0
1091,2022-09-27,1798.56,23160.0
1092,2022-09-27,57.6,1260.0
1093,2022-09-28,288.77,44259.0
1094,2022-09-29,131.24,2328.52
1095,2022-09-29,126.1,1546.12
1096,2022-09-29,6.0,65.35
1097,2022-09-29,50.94,2098.6
1098,2022-09-29,751.86,33082.5
1099,2022-09-29,62.95,465.0
1100,2022-09-30,326.25,2660.7
1101,2022-09-30,6073.5,34786.12
1102,2022-09-30,332.9,8250.0
1103,2022-09-30,131.36,1283.8
1104,2022-09-30,1721.28,75476.0
1105,2022-09-30,144.87,1162.92
1106,2022-09-30,96.17,1110.12
1107,2022-09-30,800.35,28363.44
1108,2022-09-30,328.39,1370.74
1109,2022-09-30,273.77,1018.0
1110,2022-09-30,133.04,1635.58
1111,2022-09-30,325.23,2122.56
1112,2022-10-04,222.0,732.0
1113,2022-10-04,90.91,210.0
1114,2022-10-04,113.59,305.5
1115,2022-10-04,144.4,1940.0
1116,2022-10-04,413.55,965.4
1117,2022-10-04,236.6,3030.0
1118,2022-10-04,113.64,3980.0
1119,2022-10-04,187.54,1157.93
1120,2022-10-04,1088.23,4500.0
1121,2022-10-04,66.79,1399.04
1122,2022-10-05,220.0,462.0
1123,2022-10-05,59.54,899.4
1124,2022-10-06,62.95,310.0
1125,2022-10-06,0.0,2533.27
1126,2022-10-06,338.22,9438.8
1127,2022-10-07,49.16,772.6
1128,2022-10-07,220.0,1848.28
1129,2022-10-07,0.0,3583.98
1130,2022-10-07,207.69,1864.0
1131,2022-10-07,126.52,1461.6
1132,2022-10-07,329.0,1911.0
1133,2022-10-10,600.03,4717.35
1134,2022-10-10,144.4,4850.0
1135,2022-10-10,355.3,6764.76
1136,2022-10-11,2392.5,1800.0
1137,2022-10-11,421.11,1130.5
1138,2022-10-12,89.76,675.97
1139,2022-10-12,72.34,730.17
1140,2022-10-12,521.39,16770.0
1141,2022-10-12,1627.09,12225.0
1142,2022-10-12,0.0,2792.0
1143,2022-10-12,315.51,29506.0
1144,2022-10-12,640.51,9159.75
1145,2022-10-12,197.53,899.0
1146,2022-10-13,76.71,3717.0
1147,2022-10-13,70.7,699.5
1148,2022-10-14,316.45,650.0
1149,2022-10-14,93.3,2480.4
1150,2022-10-14,100.7,4150.0
1151,2022-10-14,124.77,4070.0
1152,2022-10-14,132.16,5412.5
1153,2022-10-14,138.9,4956.0
1154,2022-10-14,119.27,4880.0
1155,2022-10-14,52.12,16152.5
1156,2022-10-17,586.32,6168.6
1157,2022-10-17,47.84,662.57
1158,2022-10-17,99.37,815.07
1159,2022-10-17,142.2,876.98
1160,2022-10-17,39.85,588.0
1161,2022-10-18,131.45,7921.1
1162,2022-10-18,137.63,7987.9
1163,2022-10-18,203.69,984.15
1164,2022-10-18,126.29,699.47
1165,2022-10-18,127.62,2116.5
1166,2022-10-18,1119.39,17372.82
1167,2022-10-18,331.33,670.69
1168,2022-10-18,379.55,1466.21
1169,2022-10-19,82.34,6160.8
1170,2022-10-19,245.96,6990.0
1171,2022-10-19,67.84,485.0
1172,2022-10-19,2496.65,11530.98
1173,2022-10-19,982.4,42790.0
1174,2022-10-19,130.12,3600.0
1175,2022-10-19,78.68,1170.0
1176,2022-10-20,414.84,1018.0
1177,2022-10-20,414.84,2036.0
1178,2022-10-20,117.24,906.05
1179,2022-10-20,173.0,609.84
1180,2022-10-20,222.0,813.1
1181,2022-10-20,57.6,353.45
1182,2022-10-20,218.33,1850.0
1183,2022-10-20,57.07,805.5
1184,2022-10-21,96.96,4424.0
1185,2022-10-21,160.02,4200.0
1186,2022-10-21,1931.62,9538.0
1187,2022-10-21,90.42,1696.2
1188,2022-10-21,251.37,14636.88
1189,2022-10-21,213.77,6136.02
1190,2022-10-21,291.33,13861.6
1191,2022-10-24,89.76,790.0
1192,2022-10-24,72.34,790.0
1193,2022-10-24,150.44,852.0
1194,2022-10-24,53.71,755.0
1195,2022-10-24,108.81,852.0
1196,2022-10-24,472.22,7200.0
1197,2022-10-24,170.55,620.2
1198,2022-10-24,463.36,3284.7
1199,2022-10-24,3280.08,8121.2
1200,2022-10-24,166.83,742.45
1201,2022-10-25,93.2,1208.25
1202,2022-10-25,93.2,1208.25
1203,2022-10-25,663.12,20235.2
1204,2022-10-25,44.13,2433.44
1205,2022-10-25,42.57,2545.52
1206,2022-10-25,175.33,2141.2
1207,2022-10-25,300.0,1848.0
1208,2022-10-26,48.2,250.0
1209,2022-10-26,38.42,1090.0
1210,2022-10-26,53.33,1170.0
1211,2022-10-26,126.71,976.0
1212,2022-10-26,235.35,6592.44
1213,2022-10-26,277.2,1177.25
1214,2022-10-26,145.23,601.5
1215,2022-10-26,1047.18,5901.45
1216,2022-10-27,265.64,1383.4
1217,2022-10-27,205.2,2084.16
1218,2022-10-27,125.68,1401.64
1219,2022-10-27,99.22,756.52
1220,2022-10-27,21.33,2641.2
1221,2022-10-27,78.68,155.0
1222,2022-10-27,1931.62,4769.0
1223,2022-10-28,78.38,745.69
1224,2022-10-28,332.12,1089.35
1225,2022-10-28,332.12,1089.35
1226,2022-10-28,1721.28,75476.0
1227,2022-10-28,63.09,768.5
1228,2022-10-28,62.95,310.0
1229,2022-10-31,69.55,1246.74
1230,2022-10-31,62.95,153.25
1231,2022-10-31,265.64,1383.36
1232,2022-10-31,81.99,429.25
1233,2022-10-31,235.75,5916.0
1234,2022-10-31,63.37,2180.0
1235,2022-10-31,521.55,1075.31
1236,2022-10-31,76.08,2629.65
1237,2022-10-31,211.36,1835.4
1238,2022-10-31,544.48,9499.6
1239,2022-11-01,62.95,155.0
1240,2022-11-01,48.2,120.0
1241,2022-11-01,127.11,4521.0
1242,2022-11-03,145.02,1625.86
1243,2022-11-03,0.0,1364.0
1244,2022-11-04,62.95,620.0
1245,2022-11-04,131.45,7921.1
1246,2022-11-04,137.63,5591.53
1247,2022-11-04,203.69,24603.75
1248,2022-11-04,126.29,699.47
1249,2022-11-04,98.82,2678.2
1250,2022-11-04,112.34,2678.2
1251,2022-11-04,99.83,4017.3
1252,2022-11-04,0.0,4963.18
1253,2022-11-04,0.2,17450.0
1254,2022-11-07,51.36,310.0
1255,2022-11-07,68.2,380.0
1256,2022-11-07,1164.2,5132.3
1257,2022-11-07,663.74,8169.64
1258,2022-11-08,18.45,486.0
1259,2022-11-08,339.91,3064.1
1260,2022-11-08,442.5,14430.0
1261,2022-11-08,676.87,19801.98
1262,2022-11-08,278.0,462.0
1263,2022-11-08,96.83,325.0
1264,2022-11-09,89.76,635.97
1265,2022-11-09,72.34,730.17
1266,2022-11-10,420.67,439.66
1267,2022-11-10,401.65,9438.8
1268,2022-11-10,385.09,1952.0
1269,2022-11-10,316.19,29506.0
1270,2022-11-10,0.0,900.0
1271,2022-11-10,518.43,945.0
1272,2022-11-10,931.02,17486.4
1273,2022-11-11,208.88,2853.12
1274,2022-11-11,67.57,600.0
1275,2022-11-11,67.56,3259.44
1276,2022-11-11,57.6,630.0
1277,2022-11-11,4604.19,25000.0
1278,2022-11-14,408.31,1417.1
1279,2022-11-14,129.7,4320.0
1280,2022-11-15,257.11,1726.28
1281,2022-11-15,325.78,3250.0
1282,2022-11-15,332.9,4125.0
1283,2022-11-15,197.83,610.0
1284,2022-11-15,178.15,610.0
1285,2022-11-15,171.15,610.0
1286,2022-11-15,48.2,120.13
1287,2022-11-15,48.1,165.51
1288,2022-11-15,654.34,27808.0
1289,2022-11-15,78.24,1038.0
1290,2022-11-16,42.65,1986.24
1291,2022-11-16,394.88,8196.78
1292,2022-11-16,89.98,9270.0
1293,2022-11-16,129.28,2949.0
1294,2022-11-16,153.85,435.72
1295,2022-11-16,251.47,16990.0
1296,2022-11-16,277.5,14000.0
1297,2022-11-17,1541.46,6591.1
1298,2022-11-17,519.45,1289.0
1299,2022-11-17,331.49,1725.0
1300,2022-11-17,153.85,462.0
1301,2022-11-17,264.62,1223.38
1302,2022-11-18,199.05,3135.93
1303,2022-11-18,330.66,3812.52
1304,2022-11-18,97.49,1338.0
1305,2022-11-18,48.2,250.0
1306,2022-11-18,63.31,310.0
1307,2022-11-18,65.16,190.0
1308,2022-11-18,61.77,2808.5
1309,2022-11-18,51.49,2713.25
1310,2022-11-22,144.4,4850.0
1311,2022-11-22,57.6,630.0
1312,2022-11-22,336.58,8452.4
1313,2022-11-23,1318.1,2665.0
1314,2022-11-23,331.49,1435.74
1315,2022-11-23,186.16,1383.4
1316,2022-11-23,205.2,1042.08
1317,2022-11-23,125.68,1401.64
1318,2022-11-23,120.76,15154.76
1319,2022-11-24,48.2,125.0
1320,2022-11-24,1044.55,24952.75
1321,2022-11-24,157.64,958.3
1322,2022-11-24,63.9,802.0
1323,2022-11-24,1292.27,5309.11
1324,2022-11-24,30.45,1392.0
1325,2022-11-24,996.4,7205.52
1326,2022-11-24,961.36,9440.0
1327,2022-11-25,592.18,36003.6
1328,2022-11-25,936.33,23340.0
1329,2022-11-25,1133.81,23340.0
1330,2022-11-25,88.63,1950.0
1331,2022-11-25,168.53,1456.86
1332,2022-11-25,301.31,29506.0
1333,2022-11-25,919.68,1318.7
1334,2022-11-25,286.34,1009.65
1335,2022-11-28,227.18,827.59
1336,2022-11-28,137.33,873.75
1337,2022-11-28,139.65,735.0
1338,2022-11-29,280.14,13065.0
1339,2022-11-30,89.98,9270.0
1340,2022-11-30,448.24,2220.7
1341,2022-11-30,0.0,7287.4
1342,2022-11-30,0.0,13609.08
1343,2022-11-30,328.36,1800.69
1344,2022-11-30,78.25,1158.51
1345,2022-11-30,253.9,7276.48
1346,2022-11-30,158.36,3821.52
1347,2022-11-30,96.96,5680.0
1348,2022-11-30,140.88,1385.5
1349,2022-11-30,21.39,1230.0
1350,2022-12-05,301.12,5880.0
1351,2022-12-05,299.53,8820.0
1352,2022-12-05,499.2,1130.5
1353,2022-12-05,79.01,465.0
1354,2022-12-05,127.06,3722.1
1355,2022-12-05,0.0,13688.0
1356,2022-12-05,293.13,2220.7
1357,2022-12-06,291.13,1121.7
1358,2022-12-06,196.44,1302.15
1359,2022-12-06,144.4,970.0
1360,2022-12-07,1734.88,18482.78
1361,2022-12-07,461.49,36430.0
1362,2022-12-07,21.39,1230.0
1363,2022-12-08,466.2,8224.8
1364,2022-12-08,57.6,315.0
1365,2022-12-08,315.59,29506.0
1366,2022-12-08,119.05,3550.0
1367,2022-12-08,0.0,4157.7
1368,2022-12-08,668.13,16132.6
1369,2022-12-09,37.65,1680.0
1370,2022-12-09,360.2,2333.26
1371,2022-12-09,366.62,1153.3
1372,2022-12-09,144.4,485.0
1373,2022-12-09,57.6,945.0
1374,2022-12-09,0.0,3045.5
1375,2022-12-13,227.18,689.63
1376,2022-12-13,222.14,6832.0
1377,2022-12-13,222.0,815.0
1378,2022-12-13,454.72,4347.9
1379,2022-12-13,97.49,2371.74
1380,2022-12-13,97.3,1064.0
1381,2022-12-13,306.53,2622.0
1382,2022-12-13,355.52,1435.2
1383,2022-12-14,414.88,2278.45
1384,2022-12-14,83.4,2220.0
1385,2022-12-14,586.32,8224.8
1386,2022-12-15,828.0,18319.5
1387,2022-12-15,442.5,24050.0
1388,2022-12-15,360.7,1952.0
1389,2022-12-15,1311.27,3730.0
1390,2022-12-15,773.21,15266.25
1391,2022-12-16,179.95,18540.0
1392,2022-12-16,57.6,410.0
1393,2022-12-19,2335.2,11809.98
1394,2022-12-20,620.47,14968.8
1395,2022-12-20,325.78,1400.0
1396,2022-12-20,66.31,1434.0
1397,2022-12-20,131.45,20594.86
1398,2022-12-20,137.63,7987.9
1399,2022-12-20,232.01,3647.85
1400,2022-12-20,236.2,3688.1
1401,2022-12-21,405.55,13575.0
1402,2022-12-21,0.0,1325.07
1403,2022-12-22,333.62,31710.08
1404,2022-12-22,696.46,7460.0
1405,2022-12-22,107.33,4880.0
1406,2022-12-22,681.52,3036.0
1407,2022-12-22,1319.88,5668.99
1408,2022-12-22,99.68,2300.0
1409,2022-12-22,1186.76,17758.08
1410,2022-12-22,317.5,1464.0
1411,2022-12-22,226.23,1000.0
1412,2022-12-23,4579.08,12500.0
1413,2022-12-23,78.09,9486.35
1414,2022-12-23,51.16,1530.0
1415,2022-12-23,294.5,11328.0
1416,2022-12-23,123.21,1317.45
1417,2022-12-23,65.31,1851.64
1418,2022-12-23,286.13,3821.0
1419,2022-12-23,421.91,4040.84
1420,2022-12-23,477.16,2354.14
1421,2022-12-23,102.31,4272.0
1422,2022-12-23,104.69,4311.6
1423,2022-12-23,596.55,6547.05
1424,2022-12-23,1884.35,5909.84
1425,2022-12-23,80.66,14060.0
